tweet,label,annotator_id
"I’m sorry but most Pro Lifers are not Pro Life they are Pro Birth, after that they don’t give a sh*t. I’m not in favor of abortion I’m in favor of choice, there are consequences both ways IMO.",1.0,2
"Billionaires are looking for ways to cut Medicare, Medicaid, vet benefits, etc. — to pay for tax cuts for the rich.  And, maga just claps like fkg seals.",1.0,2
"Pro CHOICE does NOT mean pro-abortion. 
Pro choice means pro getthefuckoutofmybusiness. 

Why is this a legal conversation I literally do not understand.",1.0,2
"Who's your favorite LGBTQ one piece character?
A good economy Healthcare Education Jobs  These are real things that directly impact our lives that matter.  None of your list items impact your life in any way   #chooseforward #elxn43
RFK Exposing Big Pharma! #rfk #rfkjr #bigpharma #pharma #berniesanders #maha
The real tax is society forcing otherwise productive people to pay attention to politics.",3.0,2
"But I thought it was DEI?  Both Trump and Hegseth told us that. How about this for an idea, let the investigators investigate.",2.0,2
"Does everyone remember when Liberal Chrystia Freeland said importing millions of migrants in the middle of the worst housing crisis in Canadian history was “a great thing” and “a huge advantage”? Freeland was Trudeau's main helper to destroy Canada.
#Poilievre offers up a dog’s breakfast of tortured logic as he commemorates one #genocide by cheering on another one.
Deciding factor is most #Canadians dont want #Scheer/Trump and the hateful right winged #WhiteSupremacist #ConservativeParty of #Canada and a American citizen as leader. #elxn43 #CanadaVotes    #raptors
This  is not making my life more affordable! #elxn43",4.0,2
"If Elon Musk enters your career, industry, or politics as your competitor, you're definitely cooked.",2.0,2
"Pro-choice does not mean pro-abortion. 

Pro-choice means that, no matter what my personal feelings/beliefs about abortion are, I understand it’s NOT MY PLACE to make a decision for another woman about what she can and can’t do with HER BODY.",1.0,2
I will literally vote for whatever party will get rid of NHL blackout policies so I can watch the #Habs on the TV that I pay for.      #elxn43 #cdnpoli,3.0,2
"Torture is bad, but even more so when we have to waste very scarce resources on it, at the expense of people who could stand to benefit from those resources having to miss out, so that we can keep performing our torture rituals in order to make pro lifers feel validated.",1.0,2
"You know the upcoming election is bad when assassinations make a comeback
I'm very pro choice-feminist . I would never oppose surrogacy and prostitution because it is a way some women feed themselves
Bernie Sanders still claims the covid jab saved millions of lives",3.0,2
"Protectionism sounds nice, but tariffs only make everyday goods more expensive.",3.0,2
"And how many times was Justin Trudeau asked how he will pay for his newly announced, not in his platform $20 billion national pharmacare plan? Dont let a good smear get in the way of discussing actual policy and cost to taxpayers. #elxn43 #TrudeaMustGo",4.0,2
"You have to pinch in on this graphic, and assumes that vaccines work (they don’t), but it’s a comparative risk analysis of diseases vs vaccines. And in case it’s not obvious, the risk of damage from vaccines is dramatically higher than the risk from diseases.",5.0,2
"Justin Trudeau was simply auditioning for his next job at the strip club. After all, hes cheap and will do anything for money. #TrudeauCorruption  #cdnpoli#elxn43#polcan",5.0,2
"Thanks for the memories! A teaching moment:  Top-10yr old  watches as father pays respect to W.Canada on 8/8/82  #HeritageMoment  Bottom-Amherst, NS man signals in kind to Pierres son on 10/15/19  #SalmonArmSalute  #Trudeau100 #TrudeauMustGo  #cdnpoli #elxn43",3.0,2
The Bible is clear: Marriage is between a man and a woman. Period.,5.0,2
"#90%ofCanadians want an #election now! Not February, March, or October. That's right, 90% of Canadians.",3.0,2
"Y’all so annoying I hate the vaccine debate [crying face emoji]
Rick Mercer discussing Pierre Pollievre receiving a full government pension at 31 years of age.
Earth is a planet - and it has climate - and that climate  changes over short- and long terms. And we directly cause some of that change.  That's one reason why  #NASA studies the climate on other planets.  And vice versa. Just sayin'",3.0,2
"Pro-“life” people are the most supportive of torture, the death penalty, military spending to fight wars, anti-women’s rights to her own goddamn body(!), etc.
They’re pro-birth and it’s time we call them what they are.",1.0,2
Housing is a human right. No one should be homeless in the richest country on Earth!,1.0,2
"President Trump is hellbent on undermining Canada. The federal government needs to be ready to immediately implement a strong and forceful response. Dollar for dollar. Tariff for tariff. Canada won't start this fight, but we have to be ready to win it.",1.0,2
AOC- dumb as a box of rocks. [laughing face emoji],4.0,2
"I mean, maybe they also hired Warren Kinsella to dig up dirt on Justin Trudeau ...that wasn't very effective either, now was it?  #cdnpoli #elxn43 #SeekAndDestroy",3.0,2
"At the Ottawa Senators game, the crowd booed the U.S. National Anthem before enthusiastically singing the Canadian anthem. Tarrifs related?",2.0,2
"I hope Trump tarrifs the shit out of foreign call centers. 
I don't want to talk to a Indian lady on the phone about my credit card.",5.0,2
"Illegal immigrants boarding military planes in shackles. Many of these people had already been detained in Mexico for months under Biden. 
Housing isn’t a commodity. It’s a basic human necessity that should be protected!
Conrad Black: Trudeau has failed. Voters should toss him out  #trudeaumustgo #trudeaublackface #TrudeauWorstPM #TrudeauMustResign #cdnpoli #polcan #elxn43 #votetrudeauout2019 #votecpc #scheer4pm",5.0,2
An,3.0,2
out of control,3.0,2
"wildfire in NC burning near Old Fort is forcing evacuations, according to the McDowell County Emergency Management Administration. The 150-acre fire has 0% containment
Please pray for North Carolina 🙏🏻",3.0,2
"He's spending the last three days of campaigning lining up his platform with the NDP, neither of them properly costed. Get out your cheque books, savings accts, and put up all your possessions on kijiji. #elxn43 #cdnpoli #TrudeauMustGo #KeepSinghInTheGround",4.0,2
I have been brushing up on my pledge of Aliegance and The Star Spangled Banner. May come in handy for 2020 if my fellow Patriots vote for Groper-gate/Extremist-NoFly union.  #wakeupCanada #elxn43 #CPCMajority,4.0,2
"Do you support Google Maps renaming the Gulf of Mexico to the Gulf of America? YES or NO? If YES, I will follow you back! [American flag emoji]",4.0,2
BREAKING: Trump Media announces plans to invest in Bitcoin and other cryptocurrencies. #Crypto #Trump #Bitcoin #BTC #XRP #ADA #ETH,3.0,2
"Wall Street is predictably having a total meltdown because of the dumbest trade war ever. The Dow, S&P, and NASDAQ are all set to crash on Monday. And all because of Donald Trump.",3.0,2
"Equality is not a ‘special privilege.’ LGBTQ+ people just want to be treated like everyone else.
Developers prioritize luxury condos over affordable housing. It’s time for government intervention!
If you don’t own a firearm this week is a good time to start and get properly trained. It is your constitutional right after all. 
Amazon removes protections for Black and LGBTQ+ employees from its company policies.
It's literally in the name. PRO-CHOICE as in do whatever the hell you want it's your CHOICE.",1.0,2
"ALL trans women should own guns also, lgbt rights may go away but that second amendment is here to stay",4.0,2
The same people screaming about ‘illegal immigration’ conveniently ignore the fact that U.S. foreign policy has destabilized many of these countries in the first place.,2.0,2
"Let’s go! LiUNA endorses @fordnation as we continue to invest in Ontario’s skilled workforce and build Ontario, together!",3.0,2
This is all about money! They create a vaccine to cause turbo cancer. Then they create a vaccine for that cancer that costs thousands of dollars! We know better now!,5.0,2
"Bodies are still being pulled from the Potomac. The President and extreme MAGA Republicans are blaming women and people of color for the deadly plane crash. At the same time, they are dismantling the Federal Aviation Administration as we know it. Disgusting.",4.0,2
.         About those trees...  #cdnpoli #elxn43,3.0,2
"Let's hope Starmer &  Liebour are next! 3 down thousands more to go! hopefully, something will happen to cause an election very soon! And then we will vote them out!",3.0,2
"*taps mic* Being pro-choice is not just about being for people’s right to terminate a pregnancy or people’s right to not have children. Pro-choice is also about supporting people when they want to have children, such as through democratizing access to fertility technologies.",1.0,2
"Trump's an asshole.. Canadians are a different people. Those that identify with America, can move South.",2.0,2
Representatives for Mr. Trudeau didnt respond to a request for an interview.,3.0,2
#cdnpoli #elxn43,3.0,2
"When millions pour into the country illegally, it puts a strain on our schools, hospitals, and law enforcement. We need to put Americans first!",5.0,2
"pro lifers are so stupid dude
you are NOT gonna carry a baby for 6 or more months then decide",1.0,2
maaan yk what im just not in the mood anymore,3.0,2
like cmon lets think here! the hint is; it has something to due with how dangerous pregnancy is!,3.0,2
"They’re not prolife, they’re pro birth. They don’t give a fuck what happens to the baby AFTER it’s born.",1.0,2
"Kash Patel said he didn’t remember saying Trump had “every right to tell the world that in 2020, 2016, and every other election in between was rigged by our government because they were.”",4.0,2
"Replace the miserable, whiney Bishop Budde with uplifting and positive Pastor Lorenzo Sewell!!!",4.0,2
"Pro lifers ARE white nationalists. Nazi tactics through and through
We will persevere! [pride flag emoji]  Sending love and pride from the Castro in San Francisco. Be proud. Be you. [pride flag emoji]
Justin Trudeau is HERE  (He tripped on his way in tho ) #elxn43 #ChooseForward",1.0,2
"The right here is of a woman explaining this. The world is in fact protesting Trump, his bigotry, Elon Musk and his neo-Nazi politics. Don’t believe me? Do some research. I urge you to do further research into Elon’s family history and Elon’s actions and rhetoric.",2.0,2
"A 'good guy with a gun' has NEVER stopped a mass shooting. More guns won’t solve this crisis.
93 hours pay today = 88 hours pay in 2015. I cant afford anymore liberal tax breaks!  #TrudeauMustGo #cdnpoli #cdnelxn2019 #elxn43
Bernie Sanders claims that the California wildfires demonstrate that climate change is indeed real.",1.0,2
"Every day Americans go to work with people who have life journeys different than their own and engage with them respectfully, I hope members of Congress can muster that same kindness.",3.0,2
"&amp; also this: My god, would he ever be a terrible Prime Minister. #NeverScheer  #ScheerAmerican  #ScheerLies  #ScheerDisaster  #ChooseForwardWithTrudeau  #VoteLiberal  #elxn43 #cdnpoli",2.0,2
"Gotta say... Hard to believe that Andrew Scheer &amp; the Conservative didn't also hire Warren Kinsella to create all these Fake Scandals attacking Trudeau. Especially since Kinsella promoting these fake scandals on Twitter!  #cdnpoli #elxn43
Singh apologizes for his truth-telling slip-up.  Just own it unlike Trudeau &amp; PMO who obviously hate CDNs that dont agree. I dont agree with Singh but Id hear him out.... hes a complete nutter (see exhibit A: communist Leap Manifesto platform) #Vote carefully #elxn43",1.0,2
This makes me mad.  nailed it. He disrespects our country and basically says,3.0,2
we need to do more,3.0,2
. Who does that remind you of??  Two more sleeps. I want our  back.  #TrudeauMustGo  #jagmeetmustgo #Scheer4PM  #elxn43,4.0,2
"it's actually kind of crazy that one of the main drivers of the housing crisis is that it's so easy to launder money through canadian real estate. country is just a huge scam.
Me too! #elxn43 #ChooseForwardWithTrudeau",2.0,2
"No Liberal is going to beat Pierre Poilievre in the next election

I guarantee it",4.0,2
"Canada, this is a very simple choice. There's no alternative. 

Which way are we going? 

Forward to liberty, or Communism?",4.0,2
Rent control is necessary to stop corporate landlords from exploiting tenants!,1.0,2
"#cdnpoli #elxn43 Trudeau didn't cheat to get nominated. Scheer would be in jail, if he had committed resume fraud in Ireland where a man got 2 years in jail for lying on his resume. Scheer got the leadership of the party. Goes to show how low they are.",1.0,2
"Thread:  Trudeau didn't keep all of his promises but he still deserves to be re-elected because he made life better for ALL Canadians.  P.S. He did keep over 90% of his promises...which is really good. #ChooseForward #teamTrudeau #cdnpoli #elxn43
There is no way #Ontario will be voting for the party they threw out  just a year ago. The only Liberals in Ontario are the fools left in the #Toronto Council &amp; those who are gullible enough to believe their lies #TrudeauMustGo #cdnpoli #elxn43 #racism #fakefeminism #Scheer4PM
The same people whining about Elon Musk being involved in politics are silent when it comes to Soros or Gates getting involved.
Remember the occupy movement in 2012?... #Bernie #AOC #Democrats #BernieSanders #Left #AntiOligarchy #USA  #AntiFascism Bernie was right and they ignored him. THEY ALL DID! This could have been stopped a long time ago!",2.0,2
"There isnt enough coverage on the great campaign #TeamTrudeau has managed to pull off so far!   They seem poised for success, I agree with PM Chrtien!   #cdnpoli #elxn43 #ChooseForward",2.0,2
Doug Ford caught lying about bike lanes and emergency response times once again... #ONpoli #DougFordIsCorrupt,3.0,2
"I didn’t catch this at the time. This is personal for Trump. He dearly, dearly loves America and its people. [red heart emoji]",4.0,2
"Whoa. MLK III pretty much endorses  and the Liberals! #Elxn43 #elxn2019 #cdnelxn2019
Carol the #Fake Liberals dont care about #real pollution like sewage flowing into the Ottawa River. Theyre onto more important things like plastic straws! #VoteCarol #OttawaCentre #elxn43 #TrudeauMustGo",2.0,2
"RFK Jr. vows to reform Native healthcare, increase IHS accountability, and appoint a Native health leader. His Make America Healthy Again plan tackles key health disparities. NASP supports prioritizing tribal health & sovereignty. #NativeHealth #RFK",2.0,2
Will the popularity and excitement of the Federal Liberal Leadership race positively influence the Ontario Liberal Party in the upcoming provincial election? #dougford #bonniecrombie #ontario #onpoli #ontpoli #ontariopolitics #ontarioelection #markcarney #liberalleadership,2.0,2
"Banning LGBTQ+ books, drag shows, and pride flags is the real attack on freedom.",1.0,2
Boycott Colombian coffee and buy Yaucono #aoc,3.0,2
"Love  or hate him, here are some reasons to vote for the    Canada is one of only two G7 members with AAA credit rating   300K kids no longer living in poverty   Unemployment at 40-yr low  Economic growth rate higher than US  #cdnpoli #elxn43",2.0,2
"I feel sorry for the women in the U.S. military
Sanctuary cities love illegal immigration until they actually have to deal with it. Just ask New York and Chicago!",3.0,2
"Democrat frontrunner Bernie Sanders wants to nationalize banks and nationalize the medical industry--hospitals, drug manufacturers, doctors, dentists. He wants the Government to pick winners and losers in the economy. He wants to cap wealth, limit success. That's what Lenin did.",2.0,2
"Trump’s friend Charlie Kirk: “I’m sorry. If I see a Black pilot, I’m going to be like, ‘Boy, I hope he’s qualified.’”",5.0,2
"We were ahead on election day, and then gradually, it was whittled away. It raises a lot of questions...",3.0,2
Remember the Scott Brison days?  #cdnpoli #elxn43 #AdmiralNorman #TrudeauSilencer,3.0,2
"LGBTQ is a protected group  in America, they get a whole month and many days devoted to their sexual choices.. Babies in the womb are not a protected group for the most part. Deviancy is protected over little tiny babies.",5.0,2
"I’m looking to see how many people would vote Reform UK 🇬🇧 if there was an election right now
I VOTED FOR TRUMP TO DO EXACTLY WHAT HE IS DOING NOW. I DON’T CARE IF THAT OFFENDS YOU WHO’S WITH ME ?
962 illegal Aliens arrested on 29 Jan 2025 ! That’s 962 fewer criminals than the day before walking around the streets of America! #BreakingNews #illegal #Arrest #Trump #TomHoman #USA
Trump’s trade war with China only hurt small businesses. It didn’t stop outsourcing!
Strange how right wingers dont have an issue with  going around the world sticking his nose into every election around the world but a couple of Americans do it for  and they loose their collective shit. #cdnpoli #elxn43",3.0,2
"And how many times was  asked how he will pay for his newly announced, not in his platform $20 billion national pharmacare plan? Dont let a good smear get in the way of discussing actual policy and cost to taxpayers. #elxn43 #TrudeauMustGo",4.0,2
It's pretty simple. How much evidence do you need to see before you realize there's little difference between the blue and red mafias? SMFH... #libconsmears #elxn43,3.0,2
"Why are you surprised? . hasn't answered a Q in YEARS! He ALWAYS responds with rehersed talking points, bafflegab, and word salad in an effort to deflect/distract from a laundry list of personal scandals and #LPC missteps.  Voters WAKE UP!  #elxn43 #CdnPoli",4.0,2
"Women’s right, LGBT+ rights and immigration rights = human rights",1.0,2
Ontario votes: Will snap election call help or hurt Doug Ford’s bid to stay in power?,3.0,2
"An honour to catch up with incoming Vice-President @JDVance. At a fraught time, America is blessed to have leadership of such calibre.",4.0,2
Re video snippet: The bowling pins to either side of Scheer sure gave  the stink-eye. Looks like another strike against the Cons   #cdnpoli #yow #elxn43 #onpoli #topoli #to #qcpoli #yul #bcpoli #vanpoli #ableg #yeg #yyc #abed #nspoli #nbpoli #skpoli #mbpoli #nlpoli,2.0,2
"If he becomes prime minister, Mark Carney will ‘immediately remove the carbon tax’",1.0,2
"If China can impose tariffs on American goods, why can’t we do the same to them?",4.0,2
Tariffs are communist. Just sayin,3.0,2
"Republicans talk about 'freedom,' but they want to control women’s bodies, ban books, and suppress voters.",1.0,2
"Get those #TeamTrudeau Campaign Cargo Air Miles in while you still can!  October 19, flight #3 of the day: Toronto (#YYZ) back to Montreal (#YMX).   So far today I've burned a little over 7,000 litres of jet fuel.  #TwoPlaneTrudeau  #cdnpoli #elxn43",2.0,2
"This VA clinic just took down their LGBTQ pride wall. Libs are crying and not coping well [laughing emoji]
It's happening... #Trump and team have made a start ? #WeThePeople",5.0,2
This sounds like a dystopic nightmare.,3.0,2
Cancer,3.0,2
vaccines within 48 hours. Welcome to operation Stargate.,3.0,2
"Challenging times: On Justin Trudeau's watch, the Bloc has risen from the ashes and talk of separation is in the air in Alberta. #cdnpoli #elxn43 #ableg",4.0,2
"Trump has so far blamed the deadly DCA plane crash on Barack Obama, Joe Biden, the Democratic Party, Pete Buttigieg, the 2020 election, and diversity. No evidence was provided.",2.0,2
Seems everyone looking for handouts is lining up with Ford. He will run deficits until Ontario becomes bankrupt.,4.0,2
"Donald Trump had the chance to be a real leader and unifier at the press conference on the DC American Airlines crash. Instead, he chose to blame the tragedy on President Biden and anyone but himself. Showing once again that he is incapable of being a decent human being.",3.0,2
"Humanity must fight for Communism.
Will you support AOC if she runs in 2028?
It’s so sad that the 75 million people who didn’t fuck around have to find out.
Fender benders don't make it to the BC Supreme court. Means it was appealed after a guilty verdict. More than once #elxn43 #TrudeauMustGo #LiberalsMustGo #LavScam #TrudeauBlackface #NotAsAdvertised #Scheer4PM #ScheerMajority",1.0,2
"The left says ‘immigrants do the jobs Americans won’t do.’ Maybe if wages weren’t undercut by illegal labor, Americans would take those jobs!",5.0,2
"No government in Canada's history has done more to invest and partner with Indigenous Peoples than our government,",1.0,2
Trudeau said. #elxn43 #cdnpoli,3.0,2
"Zoning laws aren’t the problem—high taxes and inflation are killing the housing market!
Our president and lord king Donald Trump said diversity is the problem.
For anyone who has eyes to see and ears to hear Bernie Sanders has to be the biggest loser of the confirmation hearings. We already knew all the other Democrat Senators were lying tools of special interests but we held hope for Bernie. He exposed himself as the total fraud he is.
Look on Instagram and Tik tok posts about Just Stop Oil and you’ll see what people really understand and believe about climate change. They don’t have a clue. The facts simply aren’t getting through to them.",3.0,2
"Really? I'd say our democracies have already been dismantled by oligarchs of your politics, using their money. Now the richest of all comes out on the opposite side, it's an issue? Laughable how afraid you all are of Elon Musk",4.0,2
"I don’t give a damn what the orange idiot says.  I’m celebrating Black History month.
The Bloc Qubcois just want to keep taking more from us here in Alberta and  &amp;  encourage the discourse and division.  Andrew if Alberta has to separate I will be apart of that movement.   #elxn43",1.0,2
"I don’t know how else to explain this, except as plainly as this: 
- pro lifers are against intentionally ending a child’s life.
- we acknowledge that when the mother’s life is in danger the goal is to save the mother and child",4.0,2
"Today, I formally endorse  and the  for Re-Election in #Election2019. #Canada has made great progress on the environment, healthcare, and jobs over the last 4 years. Under #Trudeau Canadas best days are still to come! #elxn43 #VoteLiberal",1.0,2
"They want to shut down your businesses, regulate your speech, and call you a bigot if you disagree. Enough is enough!",5.0,2
"Some people are slower learners than others.  It took the media four years to notice that Justin Trudeau never directly answers a question, ever? #elxn43 #TrudeaMustGo",5.0,2
Rent is too damn high because corporations treat housing as an investment instead of a necessity!,1.0,2
"What a week!

What was your favorite Trump move this week? Very difficult to choose, but for me it was the pardons of the pro-lifers and J6ers. Never again.",5.0,2
BREAKING [red light emoji] President Trump announces from the Oval Office that he will ABSOLUTELY impose Tariffs on the European Union. Pay your fair share AMERICA IS RULING FROM STRENGTH AGAIN,5.0,2
"The left's definition of capitalism is private property ownership. 

When they say abolish capitalism, they mean abolish private property ownership.",1.0,2
"This is appalling. The most slimy politicking imaginable.  betrayed the Canadian people and denied them real democracy after promising it *1800* times. Now he won't even answer a question about it. Because he knows there's no decent answer. #cdnpoli #elxn43 #Vote4PR
BREAKING NEWS:  Galen Weston has announced he will not be running against Doug Ford for the Premier job of Ontario.  He doesn't have to because Ford is doing a good job of making him richer already.
Exposing Big Pharma! The Truth Behind Profits and Health! RFK JR. Senate Confirmation Hearing Day 2 #rfk #rfkjr #pharma #bigpharma",3.0,2
"Andrew Scheer and the Conservatives are spiralling out of control.   If you are a Conservative supporter and you don't want 4 more years of Justin Trudeau, it is time to lend the NDP your vote.  #elxn43 #Cdnpoli",1.0,2
NATIONAL POST TRUDEAU HAS FAILED. VOTERS SHOULD TOSS HIM OUT  #OttawaCentre #OttawaSouth #elxn43 #cdnpoli #polqc #poliqc,4.0,2
"It Day 3 - Election Day is February 27th! Leadership matters now more than ever. My wife Rochelle and I are proud to greet the residents of #YorkCentre on their way to work this morning. 
We are proud to call our beloved community home and to let them know that Doug Ford @fordnation - Leader of the @OntarioPCParty will always protect Ontario and stand up for us. #ProtectOntario",4.0,2
"Raise the minimum wage! No one should be working full-time and still living in poverty.
No one should have to work 80 hours a week just to afford basic shelter!
The left wants to regulate landlords out of existence. Who will provide housing then?
America was built by immigrants. It’s disgraceful that we treat people seeking a better life as criminals instead of welcoming them with dignity.",1.0,2
"If guns are the problem, why do cities with the strictest gun laws have the highest crime rates?",5.0,2
"roommate just got affordable housing in a walkable neighborhood, safe to say he’s pretty excited",1.0,2
"President Trump commits big time to eliminating government waste during his next administration. So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",5.0,2
most anti abortion people are one unplanned pregnancy away from being prochoice,1.0,2
"As a Canadian, I too will NEVER vote for Pierre Pollievre #RejectPP #PierrePoilievreIsLyingToYou #PierreWillNeverGovern",1.0,2
"If wages kept up with housing costs, the average American would be making six figures!",1.0,2
"The federal government has primarily focused on addressing the housing crisis by increasing supply. But by pursuing this approach, the crisis has only worsened. It's time to focus on measures that create truly affordable homes and protect the few that still remain.",2.0,2
"I wonder what Trudeau has promised Copps in return for her Twitter trolling. It's hard to understand how she held public office for so long. Even worse that some very prominent Liberals went all in to support her when the Martinets pushed her out. #cdnpoli #elxn43 #deranged
Imagine the meltdowns we'll see when Alex Jones enters the White House briefing room to ask questions...",4.0,2
"They are not the danger, gun control is. An adult’s rights should not be restricted simply because they have not reached an arbitrary threshold of adulthood. Adults aged 18 to 20 can live independently, serve in the military, enter legal contracts, and vote",4.0,2
"For those who think Trump’s ridiculous bullying tarrifs on Canada won’t also massively hurt Americans, think again. 
He doesn’t care for his own people, he only cares for himself and his oligarch buddies…",2.0,2
"he's a well-known rafidite-supporting jerk and nothing is done about it. Trudeau is a hypocrite - he brings in Syrian refugees fleeing from Iran's bombs and runs an Iranian regime supporter as an MP. #elxn43 #cdnpoli #TrudeauMustGo #TrudeauHypocrite
Reporter: Are you saying this crash was caused as a result of diversity hiring Trump: It could have been
Fascist republican officials in Louisiana have indicted a NY doctor for providing abortion healthcare and New York State officials are refusing to extradite her. Well done NY",5.0,2
"Whatever you think of Trudeau and his Blackface past, it's pretty big to get endorsements of Obama and MLK's son to counter. Also, puts Black Canadian ultra progressives in an awkward spot to first have to delicately discredit Obama and now MLK's son. #cdnpoli #elxn43",2.0,2
"@fordnation, your record shows: during the Ottawa convoy, you declared the area a state of emergency & then called it a day. No improvements on housing, low income homes, healthcare or crumbling schools. How many apartment units have you had built? Zip!",2.0,2
Canadians are about to get very jealous of the reforms starting in the US. I hope Pierre Pollievre is taking notes.,4.0,2
"[red light emoji] BREAKING: The State Department has replaced LGBTQ with LGB. I repeat, Donald Trump has granted us the divorce that we have been wanting for so long. EVERY DAY IS CHRISTMAS.",5.0,2
"WATCH LIVE: Liberal Leader Justin Trudeau holds campaign rally in Milton, Ont. #elxn43 #cdnpoli",3.0,2
"Excited to greet Justin Trudeau to Calgary tonight! #elxn43 #cdnpoli
We won’t recognize this country in 4 years.
Make sure you are registered to VOTE OUT DOUG FORD (making sure the just-turned 18 kid is on the list).
The economy was stronger under Trump’s tariffs. Biden’s ‘free trade’ approach is weakening America.",3.0,2
"The media lied about tariffs destroying the economy, but Trump’s tariffs made America stronger!",5.0,3
"So…“pro-lifers”:
—Support the death penalty
—Support domestic terrorism
—Support war",1.0,3
Today Trudeau cited Perry Bellegarde's support at a rally ... somehow I don't think he has actually endorsed Trudeau #elxn43,4.0,3
"Tariffs = fair trade, not free trade. We need to protect American industries!",5.0,3
Francis Collins is supposed to be a,5.0,3
Pro Life Christian,5.0,3
but oversaw the practice of human experimentation on aborted babies. RFK Jr. is supposed to be the most,5.0,3
Pro Choice,5.0,3
"yet ends the practice. 

When it comes to politics it's more important what you do than what you claim to believe. I support RFK Jr. has head of Health and Human Services.",5.0,3
"We Are Only One Week In To President Trump's Second Term And He Has Already Done More For This Country Than The Last 5 Presidents Combined. 

I want to thank all of our listeners and supporters who helped make all this happen!",5.0,3
Do. Not. Believe. Him. 's promises to not re-open the abortion debate are nothing but  #ScheerLies! #elxn43 #ChooseForwardWithTrudeau,1.0,3
"We told you: 

If you elect the fascist after you let him go free and clear from legitimate prosecutions….

If you elect the fascist after you let him off the hook for carrying out an attempted coup to try and stay in power…

Then he will be unhinged and unchecked for 4 years.",1.0,3
WTF is going on this province. Doug ford is really running a pro death campaign.,1.0,3
"Thanks Bill for fighting for us! We could not have defeated Scheer without PPCs help! Remember keep listening to Unicor, they will give you all your talking points to attack Scheer!  #elxn43 #VotePPC #PPCmajority #PPC2019AllTheWay  #PPC2019 #TrudeauWorstPM",5.0,3
"Dems today mentioned the word “measles” 25 times. They mentioned diabetes, heart disease and obesity ZERO times. 500 Americans per year died of measles - before the invention of a vaccine. 220 million Americans are suffering chronic disease. Who cares about children’s health?",5.0,3
"Women get to choose whether they get pregnant or not by either choosing or abstaining from sex. The baby growing in their womb once they’re pregnant gets no say over their life or death when a woman gets an abortion.

Support for  abortion is not “pro-choice.” It’s pro abortion.",5.0,3
"Do you think closing the borders is a more important issue than climate change?
Liberals have spent more in the last 3 years to 'Secure Ukraine's Borders' than they have in securing Canada's borders. That right there tells you everything you need to know about this govt and their 'priorities'...
Yikes! Maybe this is why I was flown in and out of Toronto so fast today?  Lot's of #TeamTrudeau baggage to haul!  #TwoPlaneTrudeau  #cdnpoli #elxn43",4.0,3
"Sadly, I no longer recognize my Canada anymore. Trudeau has completely destroyed this once great nation.  If CPC fails to get out of the UN, secure our borders &amp; immediately deport all illegal migrants, there is nothing left to fight for. Canadas Sovereignty is over.  #elxn43",5.0,3
BREAKING Donald Trump is serious about Canada becoming the 51st state. We get lower taxes and military protection. He thinks it’s a great idea,3.0,3
"Andrew Scheer, like all Conservatives cannot win without cheating. #cdnpoli  #cdnmedia #elxn43 #ItsOurVote  #ChooseForward  #ChooseForwardWithTrudeau  #ChoisirDAvancer",1.0,3
"I’m voting for anyone who can guarantee to get rid of this awful administration in 2028.
youve inspired some great women   the #ClimateBarbie  #TeamTrudeau is #TrudeauBlackface   #elxn43 #cdnpoli #TrudeauMustGo",4.0,3
"Gay people have rights, just like everyone else. But stop forcing your agenda on kids!",5.0,3
"Donald Trump has destroyed America! Agree or Disagree?
There’s no way to detox your body of a vaccine
Dry cough not an issue. That she works for CBC - thats the issue. #DefundCBC #TrudeauMustGo #elxn43 #cdnelxn2019 #cdnpoli",3.0,3
"No. I hate this. This is socialism.
I’ve never been more in favour of abolishing the LCBO monopoly than I am right now.
While there is a good case for boycotting American alcohol, it should be a personal choice, not a government-imposed mandate. 
We must remain capitalist.",5.0,3
"You think Pierre Pollievre is going to do more for Canadians because he’s not Justin Trudeau. That’s dangerous thinking.
#giveusdata #cdnpoli #bcpoli #vanpoli #YVRRE #vanre   #elxn43 #elxn2019 #CanadaVotes #Oct21  338 Canada seat projection    136  123  36  39  2  1 Independent 1
We need to stop treating immigration like a problem and start seeing it for what it is: a driving force behind America’s success.",1.0,3
"Today is as good as any to file articles of impeachment against convicted sex offender, liar, election and financial fraudster, insurrectionist, treasonous traitor, and felon Donald tRump who is the worst and most destructive/deadliest president ever.",1.0,3
"Just a reminder about the current state of Canada.

The Americans are not our enemy, they're trying to liberate us from the Communist Party of China who has control of our governments.",5.0,3
"The problem we're seeing in Canada is that liberal elites don't take an objective approach to solving a crisis. They use these crises as an excuse to implement more government control and more government spending.

Fix the border? Na, let's implement communism instead.",5.0,3
Is communism behind climate hysteria?,5.0,3
"Trudeau can bash Alberta all he wants, he won't get a single seat in that province. Ontario??? Does he take Ontario for granted or what? #trudeaumustgo #trudeaublackface #TrudeauWorstPM #TrudeauMustResign #cdnpoli #polcan #elxn43 #ontpoli #abpoli #fordnation",5.0,3
"So, if it gets warmer, that’s climate change. But if it gets colder, that’s climate change too. How can this theory ever be proved false?",5.0,3
